ORF	entrex.id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	gene_id	Name	Link	Annotation	Growth.Rate.Slope	Bootstrapped.p.value.of.slope	R.2	Growth.Rate.Response..1.5SD	ESR	Calibration.gene.	Bootstrapped.p.value.of.R.2	p.value.of.R.2	Growth.Rate.Baseline	Variability	Bootstrapped.p.value.of.variability	Unresponsive.	beta.sig_up.down.	subtelomeric	category
77	YNL002C	975	0.001215772	0.006979153	-0.028167194	0.008706601	6.604673252	0.069637468	0.001484141	0.032430163	0.008215245	0.032430163	RLP7	RLP7	YNL002C	ribosomal large subunit biogenesis* || rRNA binding || YNL002C || 1085178	0.55	0.686	0.02	NA	down	NA	0.414	0.361	-0.03	0.24	7e-04	NA	down	no	core_ESR_down
78	YGR229C	4150	0.434689496	0.586254725	-0.003600621	0.004609136	6.954721709	0.00950542	0.001035336	0.003547335	0.008469065	0.008469065	SMI1	SMI1	YGR229C	cell wall organization and biogenesis* || molecular function unknown || YGR229C || 1081215	0.56	0.679	0.03	NA	down	NA	0.39	0.338	-0.21	0.23	4e-04	NA	NA	no	core_ESR_down
79	YNL061W	2366	0.052096714	0.123239775	-0.015326425	0.007890727	7.292830742	0.059442899	0.000732138	0.027123921	0.008777961	0.027123921	NOP2	NOP2	YNL061W	rRNA processing || S-adenosylmethionine-dependent methyltransferase activity* || YNL061W || 1082969	0.56	0.679	0.07	NA	down	NA	0.15	0.114	-0.1	0.15	0	yes	NA	no	core_ESR_down
80	YOL022C	2850	0.109268515	0.21451276	-0.010589278	0.006612143	5.874695615	0.042542334	0.003098548	0.016461506	0.007885427	0.016461506	TSR4	YOL022C	YOL022C	biological process unknown || molecular function unknown || YOL022C || 1086782	0.56	0.682	0.05	NA	down	NA	0.22	0.175	-0.03	0.15	0	yes	NA	no	core_ESR_down
81	YPR074C	3854	0.341426242	0.495838784	0.004522058	0.004753301	9.889823119	0.013486326	5.52e-05	0.006503861	0.010053062	0.010053062	TKL1	TKL1	YPR074C	pentose-phosphate shunt || transketolase activity || YPR074C || 1080975	0.6	0.658	0.01	NA	down	NA	0.586	0.541	-0.44	0.41	0.387	NA	NA	no	core_ESR_down
82	YLR003C	2612	0.076435459	0.163786088	-0.013817195	0.007798598	5.315919989	0.051430875	0.005427062	0.021782322	0.008416833	0.021782322	CMS1	YLR003C	YLR003C	regulation of DNA replication || molecular function unknown || YLR003C || 1083365	0.64	0.64	0.02	NA	down	NA	0.447	0.395	-0.07	0.29	0.0165	NA	NA	no	core_ESR_down
83	YHL039W	2439	0.058593077	0.134477168	-0.012213766	0.006458093	6.762782355	0.041090365	0.001402562	0.017256688	0.008325604	0.017256688	YHL039W	YHL039W	YHL039W	biological process unknown || molecular function unknown || YHL039W || 1083344	0.65	0.633	0.03	NA	down	NA	0.4	0.348	-0.52	0.29	0.0181	NA	NA	no	core_ESR_down
84	YKR024C	2921	0.121969874	0.233709478	-0.015356976	0.009929778	6.114359913	0.079216438	0.002583749	0.041529056	0.007919097	0.041529056	DBP7	DBP7	YKR024C	35S primary transcript processing* || ATP-dependent RNA helicase activity || YKR024C || 1081283	0.68	0.62	0.07	NA	down	NA	0.166	0.128	-0.33	0.17	0	yes	NA	no	core_ESR_down
85	YPR143W	1846	0.01866975	0.056662937	-0.021654547	0.009206629	4.931497167	0.06916643	0.008050925	0.029870702	0.009504323	0.029870702	RRP15	RRP15	YPR143W	processing of 27S pre-rRNA || molecular function unknown || YPR143W || 1086248	0.72	0.596	0.03	NA	down	NA	0.367	0.316	-0.38	0.29	0.0186	NA	NA	no	core_ESR_down
86	YJR002W	803	0.000433844	0.003023942	-0.031354099	0.00891098	6.560208497	0.094200288	0.001642993	0.03388221	0.008177609	0.03388221	MPP10	MPP10	YJR002W	rRNA modification* || molecular function unknown || YJR002W || 1085791	0.74	0.586	0.04	NA	down	NA	0.267	0.218	-0.35	0.17	0	yes	down	no	core_ESR_down
87	YGL030W	4659	0.620087029	0.744929621	0.002438027	0.004918085	8.716389123	0.056236684	0.000184672	0.010636582	0.009666413	0.010636582	RPL30	RPL30	YGL030W	protein biosynthesis* || structural constituent of ribosome || YGL030W || 1085469	0.75	0.582	0.08	NA	down	NA	0.126	0.0944	-0.03	0.16	0	yes	NA	no	core_ESR_down
88	YOR063W	4482	0.559611651	0.698724719	-0.002780751	0.004766306	10.69893319	0.0228015	2.28e-05	0.003580183	0.010140839	0.010140839	RPL3	RPL3	YOR063W	protein biosynthesis* || structural constituent of ribosome || YOR063W || 1082105	0.79	0.562	0.11	NA	down	NA	0.0706	0.0503	-0.25	0.17	0	yes	NA	no	core_ESR_down
89	YJL033W	2747	0.094544295	0.192633571	-0.01849247	0.01106076	6.773209453	0.104955881	0.001373118	0.053360678	0.008332263	0.053360678	HCA4	HCA4	YJL033W	35S primary transcript processing || ATP-dependent RNA helicase activity || YJL033W || 1083310	0.8	0.558	0.12	NA	down	NA	0.0544	0.0382	-0.32	0.17	0	yes	NA	no	core_ESR_down
90	YKL099C	1181	0.0028169	0.013349864	-0.029802499	0.009977258	5.160894989	0.080647999	0.006454076	0.038081597	0.008763952	0.038081597	UTP11	UTP11	YKL099C	processing of 20S pre-rRNA || snoRNA binding || YKL099C || 1080933	0.82	0.55	0.01	NA	down	NA	0.624	0.582	-0.16	0.44	0.569	NA	down	no	core_ESR_down
91	YPR145W	5209	0.840633329	0.903408542	-0.001179884	0.005867633	8.643975159	0.046216901	0.000196006	0.015207217	0.009632667	0.015207217	ASN1	ASN1	YPR145W	asparagine biosynthesis || asparagine synthase (glutamine-hydrolyzing) activity || YPR145W || 1084271	0.83	0.543	0.01	NA	down	NA	0.578	0.532	-0.69	0.57	0.93	NA	NA	no	core_ESR_down
92	YLR051C	651	0.000125308	0.001077679	-0.035275262	0.009197037	4.984226714	0.084128071	0.007332967	0.030509678	0.009301594	0.030509678	FCF2	YLR051C	YLR051C	biological process unknown || molecular function unknown || YLR051C || 1086202	0.86	0.528	0.06	NA	down	NA	0.211	0.167	-0.01	0.26	0.0031	NA	NA	no	core_ESR_down
93	YNL022C	3152	0.159659192	0.28357005	-0.010679273	0.007594318	5.717814245	0.046428339	0.003617232	0.022185355	0.007959151	0.022185355	YNL022C	YNL022C	YNL022C	biological process unknown || molecular function unknown || YNL022C || 1084575	0.86	0.527	0.13	NA	down	NA	0.0469	0.0325	-0.47	0.16	0	yes	NA	no	core_ESR_down
94	YDL031W	1511	0.007821624	0.028953458	-0.022675518	0.008525675	7.136358218	0.072123349	0.000854187	0.031665259	0.00863209	0.031665259	DBP10	DBP10	YDL031W	35S primary transcript processing* || ATP-dependent RNA helicase activity || YDL031W || 1084770	0.87	0.523	0.06	NA	down	NA	0.18	0.141	-0.39	0.22	2e-04	NA	down	no	core_ESR_down
95	YJR123W	2536	0.069066486	0.152395032	-0.008647237	0.004756496	10.00309096	0.02550742	4.77e-05	0.004288465	0.010074161	0.010074161	RPS5	RPS5	YJR123W	protein biosynthesis || structural constituent of ribosome || YJR123W || 1086619	0.87	0.527	0.11	NA	down	NA	0.0654	0.0462	-0.08	0.15	0	yes	NA	no	core_ESR_down
96	YNL069C	3869	0.34434775	0.498142764	0.004511056	0.004770527	9.575668478	0.028729259	7.97e-05	0.010101985	0.009979504	0.010101985	RPL16B	RPL16B	YNL069C	protein biosynthesis || structural constituent of ribosome* || YNL069C || 1080795	0.88	0.52	0.1	NA	down	NA	0.0813	0.0583	-0.24	0.15	0	yes	NA	no	core_ESR_down
97	YLL038C	5406	0.92031581	0.952831593	0.000671628	0.006713872	4.728731053	0.026621303	0.009327623	0.010838931	0.010481234	0.010838931	ENT4	ENT4	YLL038C	endocytosis* || clathrin binding || YLL038C || 1084365	0.89	0.514	0.03	NA	down	NA	0.397	0.345	0.03	0.37	0.197	NA	NA	no	core_ESR_down
98	YOR287C	3326	0.195835876	0.329579334	-0.020594164	0.015921189	4.068416417	0.146346545	0.021492999	0.09191315	0.015554703	0.09191315	YOR287C	YOR287C	YOR287C	processing of 20S pre-rRNA || molecular function unknown || YOR287C || 1084297	0.9	0.512	0.03	NA	down	NA	0.342	0.29	-0.28	0.31	0.041	NA	NA	no	core_ESR_down
99	YGR027C	1696	0.01307957	0.043164122	-0.015525969	0.006256446	8.337516544	0.06060894	0.000267393	0.017244822	0.009477516	0.017244822	RPS25A	RPS25A	YGR027C	protein biosynthesis || structural constituent of ribosome || YGR027C || 1083330	0.92	0.5	0.07	NA	down	NA	0.161	0.124	-0.02	0.2	0	yes	down	no	core_ESR_down
100	YER165W	5018	0.766003137	0.854388114	-0.001406633	0.004726477	9.34213216	0.008385531	8.4e-05	0.002201458	0.009910537	0.009910537	PAB1	PAB1	YER165W	regulation of translational initiation || poly(A) binding || YER165W || 1082468	0.93	0.497	0.08	NA	down	NA	0.133	0.101	-0.37	0.24	8e-04	NA	NA	no	core_ESR_down
101	YBL035C	3957	0.37114326	0.524965587	0.007939038	0.008877041	5.86589746	0.034339618	0.002831394	0.032423714	0.007886987	0.032423714	POL12	POL12	YBL035C	DNA replication initiation* || alpha DNA polymerase activity || YBL035C || 1080748	0.95	0.487	0.07	NA	down	NA	0.144	0.11	-0.07	0.22	2e-04	NA	NA	no	core_ESR_down
102	YLR441C	1267	0.003703907	0.016362089	-0.013740052	0.004734135	9.40840525	0.021334726	9.56e-05	0.003134638	0.009931342	0.009931342	RPS1A	RPS1A	YLR441C	protein biosynthesis || structural constituent of ribosome || YLR441C || 1085786	0.95	0.486	0.08	NA	down	NA	0.137	0.103	-0.46	0.22	1e-04	NA	down	no	core_ESR_down
103	YDR037W	1386	0.005477874	0.022120967	-0.013073949	0.004707091	8.983423624	0.041213285	0.000131605	0.004285542	0.009781071	0.009781071	KRS1	KRS1	YDR037W	lysyl-tRNA aminoacylation || lysine-tRNA ligase activity || YDR037W || 1081681	0.96	0.482	0.06	NA	down	NA	0.173	0.135	-0.35	0.27	0.0046	NA	down	no	core_ESR_down
104	YLR063W	4496	0.565240383	0.703502429	-0.008078854	0.014048341	4.416517696	0.125434913	0.016102327	0.072192591	0.012528666	0.072192591	YLR063W	YLR063W	YLR063W	biological process unknown || molecular function unknown || YLR063W || 1083837	0.97	0.479	0.03	NA	down	NA	0.347	0.295	-0.57	0.36	0.181	NA	NA	no	core_ESR_down
105	YJL014W	2272	0.043313748	0.106655101	-0.009365379	0.004634785	7.774034346	0.015944677	0.000468812	0.004324022	0.009141661	0.009141661	CCT3	CCT3	YJL014W	protein folding* || unfolded protein binding || YJL014W || 1086345	0.98	0.472	0.13	NA	down	NA	0.0413	0.0282	0.05	0.17	0	yes	NA	no	core_ESR_down
106	YBR249C	4565	0.589537056	0.722495928	0.002522214	0.004675034	8.542010651	0.021651944	0.000194867	0.007917572	0.00958325	0.00958325	ARO4	ARO4	YBR249C	aromatic amino acid family biosynthesis || 3-deoxy-7-phosphoheptulonate synthase activity || YBR249C || 1085150	0.99	0.47	0.01	NA	down	NA	0.533	0.485	-0.84	0.58	0.939	NA	NA	no	core_ESR_down
107	YPL207W	1320	0.004294127	0.018207751	-0.017137581	0.006001172	7.137019133	0.034370113	0.000963654	0.015148653	0.008632706	0.015148653	TYW1	YPL207W	YPL207W	biological process unknown || molecular function unknown || YPL207W || 1081359	0.99	0.471	0.04	NA	down	NA	0.319	0.268	-0.78	0.31	0.0359	NA	NA	no	core_ESR_down
108	YPL212C	1338	0.004662576	0.019515987	-0.018973096	0.006705539	6.517476106	0.063080562	0.001633026	0.018483504	0.008140519	0.018483504	PUS1	PUS1	YPL212C	tRNA modification || tRNA-pseudouridine synthase activity || YPL212C || 1082079	1	0.467	0.11	NA	down	NA	0.0752	0.0536	-0.24	0.2	0	yes	down	no	core_ESR_down
109	YPL245W	5577	0.992480649	0.996150744	-6.99e-05	0.007419938	6.295667498	0.063461425	0.002214042	0.022417193	0.007973815	0.022417193	YPL245W	YPL245W	YPL245W	biological process unknown || molecular function unknown || YPL245W || 1083165	1.02	0.455	0.13	NA	down	NA	0.0455	0.0316	-0.12	0.2	0	yes	NA	no	core_ESR_down
110	YMR128W	2663	0.081262961	0.170731529	-0.015988693	0.009170959	6.791670034	0.095596628	0.001415276	0.036213074	0.008344418	0.036213074	ECM16	ECM16	YMR128W	processing of 20S pre-rRNA* || RNA helicase activity || YMR128W || 1084352	1.03	0.453	0.13	NA	down	NA	0.0431	0.0295	-0.29	0.18	0	yes	NA	no	core_ESR_down
111	YLR185W	3054	0.143666831	0.263295106	-0.009974486	0.006821227	7.818737303	0.063556802	0.000425275	0.020391366	0.009170628	0.020391366	RPL37A	RPL37A	YLR185W	protein biosynthesis || structural constituent of ribosome || YLR185W || 1083646	1.12	0.414	0.08	NA	down	NA	0.14	0.106	0.02	0.22	2e-04	NA	NA	no	core_ESR_down
112	YDR172W	1068	0.001859191	0.009743343	-0.014909488	0.004791198	7.971678126	0.032951952	0.000364264	0.009905816	0.009266748	0.009905816	SUP35	SUP35	YDR172W	mRNA catabolism, deadenylylation-dependent decay* || translation release factor activity || YDR172W || 1085156	1.15	0.403	0.1	NA	down	NA	0.077	0.0549	-0.19	0.25	0.0015	NA	down	no	core_ESR_down
113	YPL090C	862	0.000641124	0.004162843	-0.016148162	0.004730548	9.309188198	0.029363253	0.000111883	0.006046398	0.009899832	0.009899832	RPS6A	RPS6A	YPL090C	protein biosynthesis || structural constituent of ribosome || YPL090C || 1084608	1.15	0.403	0.08	NA	down	NA	0.116	0.086	-0.17	0.21	0	yes	down	no	core_ESR_down
114	YIL078W	1046	0.001643665	0.008795023	-0.014843374	0.004715109	9.085763325	0.024279758	0.000125577	0.001690681	0.009820896	0.009820896	THS1	THS1	YIL078W	protein biosynthesis || threonine-tRNA ligase activity || YIL078W || 1086489	1.18	0.391	0.09	NA	down	NA	0.102	0.0748	-0.35	0.22	3e-04	NA	down	no	core_ESR_down
115	YIL133C	2787	0.098883529	0.198583105	-0.00776377	0.004704487	8.946115889	0.050900452	0.000135725	0.006100087	0.009765983	0.009765983	RPL16A	RPL16A	YIL133C	protein biosynthesis || structural constituent of ribosome* || YIL133C || 1085406	1.19	0.386	0.12	NA	down	NA	0.0558	0.0394	-0.32	0.17	0	yes	NA	no	core_ESR_down
116	YKR094C	906	0.000778872	0.004811641	-0.016645962	0.004953866	8.204931229	0.052439523	0.000276505	0.010702783	0.009404297	0.010702783	RPL40B	RPL40B	YKR094C	protein biosynthesis* || structural constituent of ribosome* || YKR094C || 1081024	1.19	0.387	0.09	NA	down	NA	0.106	0.0783	-0.25	0.22	3e-04	NA	down	no	core_ESR_down
117	YLR221C	1622	0.011017742	0.038018683	-0.025058034	0.00985708	5.299502695	0.095761381	0.006180883	0.037288373	0.008449877	0.037288373	RSA3	RSA3	YLR221C	ribosomal large subunit assembly and maintenance || molecular function unknown || YLR221C || 1084224	1.19	0.385	0.09	NA	down	NA	0.101	0.0737	-0.22	0.26	0.0033	NA	down	no	core_ESR_down
118	YNR053C	1274	0.003812789	0.016762566	-0.02853092	0.009861205	7.052137595	0.106715193	0.001015751	0.04248989	0.008554518	0.04248989	NOG2	NOG2	YNR053C	ribosome assembly* || GTPase activity || YNR053C || 1083070	1.2	0.382	0.09	NA	down	NA	0.0976	0.0713	-0.31	0.24	6e-04	NA	down	no	core_ESR_down
119	YER126C	857	0.000619339	0.00404393	-0.027025237	0.007895189	6.169076886	0.065321189	0.002563494	0.025324079	0.007932814	0.025324079	NSA2	NSA2	YER126C	ribosomal large subunit biogenesis || molecular function unknown || YER126C || 1086903	1.21	0.379	0.08	NA	down	NA	0.133	0.0999	-0.17	0.3	0.0251	NA	down	no	core_ESR_down
120	YLR336C	2278	0.04352552	0.106933587	-0.0186168	0.009222485	6.047968591	0.070200084	0.002574335	0.035478021	0.0079013	0.035478021	SGD1	SGD1	YLR336C	osmoregulation || molecular function unknown || YLR336C || 1085147	1.21	0.378	0.13	NA	down	NA	0.0424	0.0289	-0.13	0.24	0.0011	NA	NA	no	core_ESR_down
121	YNR024W	1047	0.001652634	0.008834566	-0.032585686	0.010356321	3.994357612	0.073677387	0.021793293	0.026190729	0.016338812	0.026190729	MPP6	YNR024W	YNR024W	biological process unknown || molecular function unknown || YNR024W || 1083051	1.22	0.376	0.06	NA	down	NA	0.204	0.161	-0.22	0.3	0.0261	NA	NA	no	core_ESR_down
122	YMR307W	1447	0.006483882	0.025079674	0.014119504	0.005186701	9.780586979	0.022395444	5.78e-05	0.01197785	0.010029991	0.01197785	GAS1	GAS1	YMR307W	cell wall organization and biogenesis* || 1,3-beta-glucanosyltransferase activity || YMR307W || 1081375	1.23	0.373	0.11	NA	down	NA	0.0752	0.0535	-0.47	0.24	0.001	NA	up	TEL	core_ESR_down
123	YGR285C	5552	0.9834016	0.991392501	9.69e-05	0.004657034	8.341715204	0.014561226	0.000223189	0.006704829	0.009479775	0.009479775	ZUO1	ZUO1	YGR285C	protein folding || unfolded protein binding || YGR285C || 1086428	1.25	0.362	0.23	NA	down	NA	0.00421	0.00283	-0.29	0.19	0	yes	NA	TEL	core_ESR_down
124	YPR118W	785	0.000373183	0.002660768	-0.016410347	0.004611777	7.055830225	0.021553532	0.00095743	0.002427651	0.008557864	0.008557864	MRI1	YPR118W	YPR118W	methionine salvage || ribose isomerase activity || YPR118W || 1081052	1.25	0.364	0.2	NA	down	NA	0.00833	0.00559	-0.14	0.18	0	yes	NA	no	core_ESR_down
125	YCL054W	2171	0.035999968	0.09274084	-0.021820693	0.01040603	6.619386975	0.08420531	0.00150199	0.046943769	0.008227282	0.046943769	SPB1	SPB1	YCL054W	processing of 27S pre-rRNA || S-adenosylmethionine-dependent methyltransferase activity* || YCL054W || 1082746	1.26	0.359	0.26	NA	down	NA	0.00229	0.00155	-0.27	0.18	0	yes	NA	TEL	core_ESR_down
126	YPR187W	235	1.82e-07	4.35e-06	-0.024381925	0.0046739	6.405319081	0.042334459	0.001726729	0.007910518	0.008046643	0.008046643	RPO26	RPO26	YPR187W	transcription from RNA polymerase II promoter* || DNA-directed RNA polymerase activity || YPR187W || 1082871	1.27	0.356	0.15	NA	down	NA	0.0328	0.0219	-0.27	0.23	4e-04	NA	down	TEL	core_ESR_down
127	YKL143W	1524	0.008058325	0.029594781	-0.026542538	0.010017503	5.87193501	0.089152535	0.003247716	0.041647966	0.007885883	0.041647966	LTV1	LTV1	YKL143W	response to osmotic stress* || molecular function unknown || YKL143W || 1084133	1.34	0.333	0.12	NA	down	NA	0.0605	0.0427	-0.54	0.26	0.0038	NA	down	no	core_ESR_down
128	YNL255C	1605	0.010583724	0.036907853	-0.011784396	0.004610212	7.30418623	0.018835844	0.000720484	0.006621714	0.008788351	0.008788351	GIS2	GIS2	YNL255C	intracellular signaling cascade || transcription factor activity || YNL255C || 1086386	1.34	0.33	0.08	NA	down	NA	0.123	0.0919	-0.3	0.27	0.0048	NA	down	no	core_ESR_down
129	YPR112C	2197	0.037642975	0.095897921	-0.02100643	0.010105458	6.685632724	0.110334362	0.001599799	0.044087724	0.008277354	0.044087724	MRD1	MRD1	YPR112C	35S primary transcript processing || snoRNA binding* || YPR112C || 1084930	1.35	0.328	0.16	NA	down	NA	0.0259	0.0173	-0.45	0.22	2e-04	NA	NA	no	core_ESR_down
130	YKL021C	965	0.001159257	0.00672369	-0.025732221	0.007920727	5.835580504	0.07585652	0.003584617	0.024483657	0.007894872	0.024483657	MAK11	MAK11	YKL021C	ribosomal large subunit biogenesis || molecular function unknown || YKL021C || 1083016	1.38	0.318	0.18	NA	down	NA	0.0145	0.00941	-0.26	0.2	0	yes	down	no	core_ESR_down
131	YGR124W	4113	0.422284427	0.574647687	0.003770221	0.004698304	8.852559723	0.006632102	0.000148884	0.003960181	0.009726813	0.009726813	ASN2	ASN2	YGR124W	asparagine biosynthesis || asparagine synthase (glutamine-hydrolyzing) activity || YGR124W || 1086005	1.39	0.315	0.03	NA	down	NA	0.335	0.284	-0.69	0.53	0.873	NA	NA	no	core_ESR_down
132	YDL143W	2437	0.058601003	0.134477168	-0.008764862	0.004634612	7.837675045	0.018075439	0.000426976	0.005482195	0.009182781	0.009182781	CCT4	CCT4	YDL143W	protein folding* || unfolded protein binding || YDL143W || 1083005	1.4	0.311	0.31	NA	down	NA	0.00052	0.000377	-0.15	0.16	0	yes	NA	no	core_ESR_down
133	YGR083C	1902	0.021613799	0.063602753	-0.011828642	0.005149409	6.500687678	0.035836119	0.001672978	0.010190183	0.008125935	0.010190183	GCD2	GCD2	YGR083C	translational initiation || translation initiation factor activity* || YGR083C || 1082475	1.4	0.31	0.26	NA	down	NA	0.00246	0.00167	-0.38	0.19	0	yes	NA	no	core_ESR_down
134	YGR118W	2448	0.059337941	0.13566767	-0.008826153	0.004680618	8.592824734	0.020374333	0.000193334	0.003688064	0.009608154	0.009608154	RPS23A	RPS23A	YGR118W	protein biosynthesis* || structural constituent of ribosome || YGR118W || 1084755	1.4	0.31	0.09	NA	down	NA	0.0949	0.0691	-0.13	0.25	0.0017	NA	NA	no	core_ESR_down
135	YAL035W	1022	0.001510987	0.008274946	-0.014868629	0.004686627	8.669882214	0.027989653	0.000181802	0.007971725	0.009644869	0.009644869	FUN12	FUN12	YAL035W	translational initiation || GTPase activity* || YAL035W || 1081880	1.41	0.307	0.25	NA	down	NA	0.00316	0.00215	-0.45	0.2	0	yes	down	no	core_ESR_down
136	YNL313C	2187	0.037066465	0.094817644	-0.016561513	0.007943053	6.914667526	0.047148464	0.001036675	0.027190052	0.008435942	0.027190052	YNL313C	YNL313C	YNL313C	karyogamy || molecular function unknown || YNL313C || 1086596	1.42	0.306	0.16	NA	down	NA	0.0251	0.0169	-0.51	0.24	0.0012	NA	NA	no	core_ESR_down
137	YDR152W	1575	0.009357562	0.033236715	-0.016012302	0.006161642	5.650085959	0.034804872	0.003617167	0.013368342	0.008000794	0.013368342	GIR2	GIR2	YDR152W	biological process unknown || molecular function unknown || YDR152W || 1084335	1.45	0.295	0.11	NA	down	NA	0.0636	0.0449	-0.31	0.26	0.0031	NA	down	no	core_ESR_down
138	YDR500C	3474	0.22992135	0.370532043	-0.008740405	0.007280264	7.535338859	0.064902248	0.000583781	0.02312886	0.008980332	0.02312886	RPL37B	RPL37B	YDR500C	protein biosynthesis || structural constituent of ribosome || YDR500C || 1085820	1.47	0.288	0.12	NA	down	NA	0.0557	0.0393	-0.08	0.27	0.0048	NA	NA	no	core_ESR_down
139	YGR094W	2582	0.073437137	0.159221528	-0.008483814	0.004739285	9.568555402	0.023600454	7.11e-05	0.002502662	0.009977583	0.009977583	VAS1	VAS1	YGR094W	valyl-tRNA aminoacylation || valine-tRNA ligase activity || YGR094W || 1086435	1.5	0.277	0.17	NA	down	NA	0.0188	0.0124	-0.73	0.26	0.0027	NA	NA	no	core_ESR_down
140	YLR150W	2140	0.033649887	0.088008606	-0.010013135	0.004713744	9.044675529	0.018696255	0.000135533	0.006208795	0.009805183	0.009805183	STM1	STM1	YLR150W	telomere maintenance* || DNA binding* || YLR150W || 1083231	1.5	0.277	0.27	NA	down	NA	0.00179	0.00127	-0.73	0.21	0	NA	NA	no	core_ESR_down
141	YMR239C	1824	0.018187231	0.055826048	-0.029537611	0.012506482	4.973345204	0.142489521	0.008204456	0.061772652	0.009341575	0.061772652	RNT1	RNT1	YMR239C	35S primary transcript processing || ribonuclease III activity || YMR239C || 1082241	1.53	0.268	0.32	NA	down	NA	0.00048	0.000341	-0.36	0.19	0	NA	NA	no	core_ESR_down
142	YGR214W	4706	0.640286923	0.761514217	-0.002210603	0.00473061	9.352578333	0.019075177	9.81e-05	0.005595992	0.009913881	0.009913881	RPS0A	RPS0A	YGR214W	protein biosynthesis* || structural constituent of ribosome || YGR214W || 1085769	1.55	0.262	0.36	NA	down	NA	0.00015	0.000103	-0.37	0.19	0	NA	NA	no	core_ESR_down
143	YMR235C	2653	0.080103934	0.169044892	0.008068807	0.004610527	7.444202365	0.005808114	0.000599843	0.003064632	0.008910295	0.008910295	RNA1	RNA1	YMR235C	rRNA-nucleus export* || Ran GTPase activator activity || YMR235C || 1080738	1.57	0.256	0.3	NA	down	NA	0.00073	0.000516	-0.11	0.17	0	NA	NA	no	core_ESR_down
144	YPR016C	5038	0.773842987	0.860030593	0.001641432	0.005712273	7.860258634	0.015475769	0.000420943	0.014177397	0.009197181	0.014177397	TIF6	TIF6	YPR016C	ribosomal large subunit biogenesis* || molecular function unknown || YPR016C || 1083683	1.58	0.253	0.14	NA	down	NA	0.0348	0.0235	-0.19	0.27	0.007	NA	NA	no	core_ESR_down
145	YER006W	2038	0.027479065	0.075466302	-0.019382374	0.00879161	7.397720294	0.081707102	0.000752075	0.033827728	0.008871361	0.033827728	NUG1	NUG1	YER006W	rRNA processing || GTPase activity || YER006W || 1083897	1.59	0.249	0.34	NA	down	NA	0.00032	0.000209	-0.41	0.18	0	NA	NA	no	core_ESR_down
146	YMR269W	4995	0.75461096	0.845557066	-0.007347924	0.023508445	2.360318812	0.296534656	0.166189633	0.081058729	0.059994684	0.081058729	TMA23	YMR269W	YMR269W	biological process unknown || molecular function unknown || YMR269W || 1083276	1.59	0.252	0.17	NA	down	NA	0.0174	0.0115	-0.32	0.26	0.0028	NA	NA	no	core_ESR_down
147	YPR132W	1991	0.025711255	0.0722782	-0.010495728	0.004705454	8.966882537	0.025223504	0.00013136	0.005812099	0.009774419	0.009774419	RPS23B	RPS23B	YPR132W	protein biosynthesis* || structural constituent of ribosome || YPR132W || 1085964	1.59	0.25	0.11	NA	down	NA	0.0703	0.05	-0.19	0.26	0.0045	NA	NA	no	core_ESR_down
148	YAL038W	939	0.000956875	0.005703547	-0.02123746	0.006429926	11.52747795	0.07565427	1.09e-05	0.018485943	0.010081337	0.018485943	CDC19	CDC19	YAL038W	glycolysis* || pyruvate kinase activity || YAL038W || 1081901	1.6	0.249	0.02	NA	down	NA	0.479	0.428	0.25	0.81	1	NA	down	no	core_ESR_down
149	YNL292W	1121	0.002296569	0.011468602	-0.017293319	0.005671928	5.407387274	0.034352772	0.005359752	0.009033105	0.008247435	0.009033105	PUS4	PUS4	YNL292W	tRNA modification || pseudouridylate synthase activity || YNL292W || 1085527	1.6	0.248	0.49	NA	down	NA	0	1.87e-06	-0.41	0.17	0	NA	down	no	core_ESR_down
150	YKL122C	4739	0.653288188	0.771566572	-0.002851571	0.006348126	4.908070772	0.02088312	0.008427187	0.009041889	0.009602024	0.009602024	SRP21	SRP21	YKL122C	protein-ER targeting* || signal sequence binding || YKL122C || 1081746	1.63	0.238	0.1	NA	down	NA	0.08	0.0573	-0.35	0.34	0.105	NA	NA	no	core_ESR_down
151	YBR181C	1834	0.018494178	0.05642155	-0.01114444	0.004731096	9.295942524	0.025064841	0.000118576	0.005282165	0.00989546	0.00989546	RPS6B	RPS6B	YBR181C	protein biosynthesis || structural constituent of ribosome || YBR181C || 1083890	1.64	0.238	0.17	NA	down	NA	0.0175	0.0115	-0.35	0.2	0	NA	NA	no	core_ESR_down
152	YLR134W	5251	0.854816768	0.910448992	0.001112905	0.006082241	6.08961398	0.030048807	0.002385277	0.014165288	0.007912366	0.014165288	PDC5	PDC5	YLR134W	pyruvate metabolism* || pyruvate decarboxylase activity || YLR134W || 1084056	1.64	0.236	0.02	NA	down	NA	0.43	0.377	-0.36	0.72	0.997	NA	NA	no	core_ESR_down
153	YMR146C	794	0.000406088	0.002862561	-0.016371009	0.004629685	7.66799552	0.033461377	0.00051794	0.005785382	0.009071396	0.009071396	TIF34	TIF34	YMR146C	translational initiation || translation initiation factor activity || YMR146C || 1080654	1.65	0.234	0.25	NA	down	NA	0.00263	0.00175	-0.51	0.23	4e-04	NA	down	no	core_ESR_down
