ORF	entrex.id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	gene_id	Name	Link	Annotation	Growth.Rate.Slope	Bootstrapped.p.value.of.slope	R.2	Growth.Rate.Response..1.5SD	ESR	Calibration.gene.	Bootstrapped.p.value.of.R.2	p.value.of.R.2	Growth.Rate.Baseline	Variability	Bootstrapped.p.value.of.variability	Unresponsive.	beta.sig_up.down.	subtelomeric	category
76	YJL200C	205	6.38e-08	1.74e-06	-0.027372945	0.005061829	8.942755441	0.080662781	0.000144649	0.011318412	0.009764609	0.011318412	ACO2	YJL200C	YJL200C	biological process unknown || aconitate hydratase activity || YJL200C || 1086673	2.86	0.0467	0.27	NA	NA	NA	0.00143	0.00103	-1.1	0.28	0.011	NA	NA	no	Insensitive_down
77	YGR159C	2152	0.034489121	0.089700563	-0.026561403	0.012562704	8.565486897	0.153820987	0.000225626	0.070382047	0.009594824	0.070382047	NSR1	NSR1	YGR159C	rRNA processing* || RNA binding* || YGR159C || 1085027	2.89	0.0445	0.31	NA	NA	NA	0.00056	0.000439	-1.04	0.37	0.196	NA	NA	no	Insensitive_down
78	YBR141C	1689	0.012760883	0.042311252	-0.034387836	0.013808303	4.415005294	0.163117563	0.01452415	0.070779238	0.012540068	0.070779238	YBR141C	YBR141C	YBR141C	biological process unknown || molecular function unknown || YBR141C || 1086127	2.9	0.0437	0.48	NA	NA	NA	0	3.01e-06	-0.74	0.3	0.024	NA	down	no	Insensitive_down
79	YER055C	117	4.54e-10	2.17e-08	-0.029093412	0.004666677	8.327066149	0.079656545	0.000271313	0.008611731	0.009471877	0.009471877	HIS1	HIS1	YER055C	histidine biosynthesis || ATP phosphoribosyltransferase activity || YER055C || 1081498	3.03	0.0365	0.13	NA	NA	NA	0.0446	0.0309	-0.66	0.52	0.849	NA	down	no	Insensitive_down
80	YPR167C	865	0.000649206	0.004202429	-0.028929915	0.008483404	6.307236007	0.077443538	0.001917501	0.030280279	0.0079801	0.030280279	MET16	MET16	YPR167C	methionine metabolism* || phosphoadenylyl-sulfate reductase (thioredoxin) activity || YPR167C || 1086635	3.24	0.0261	0.11	NA	NA	NA	0.073	0.052	-0.69	0.61	0.964	NA	down	no	Insensitive_down
81	YGR055W	1611	0.010706724	0.037178549	-0.044945927	0.017611159	7.032902896	0.40660531	0.001252576	0.137506529	0.008537194	0.137506529	MUP1	MUP1	YGR055W	sulfur amino acid transport || L-methionine porter activity || YGR055W || 1081883	3.37	0.0215	0.03	NA	NA	NA	0.335	0.284	-0.85	1.22	1	NA	down	no	Insensitive_down
82	YNL145W	1805	0.017369341	0.053859391	-0.027484001	0.01155375	5.978264943	6.792401445	0.050876605	0.008845014	0.007886671	0.008845014	MFA2	MFA2	YNL145W	signal transduction during conjugation with cellular fusion || mating pheromone activity || YNL145W || 1086000	3.38	0.021	0.09	NA	NA	NA	0.097	0.0707	0.2	0.79	0.999	NA	NA	no	Insensitive_down
83	YBL042C	980	0.00123328	0.007043538	-0.044426596	0.013749812	6.730332799	0.309199532	0.00148829	0.08309394	0.008305883	0.08309394	FUI1	FUI1	YBL042C	uridine transport || uridine transporter activity || YBL042C || 1081775	3.42	0.0198	0.19	NA	NA	NA	0.0108	0.00712	-0.48	0.52	0.849	NA	down	no	Insensitive_down
84	YOR101W	148	6.56e-09	2.48e-07	-0.036793601	0.006341783	5.920814723	0.099507661	0.003268484	0.014724716	0.007881951	0.014724716	RAS1	RAS1	YOR101W	Ras protein signal transduction* || GTPase activity || YOR101W || 1083540	3.42	0.0198	0.24	NA	NA	NA	0.00351	0.00238	-0.72	0.45	0.601	NA	down	no	Insensitive_down
85	YOR313C	297	1.09e-06	2.05e-05	-0.056311034	0.011551392	3.831077331	0.401302476	0.026139125	0.033558124	0.018284287	0.033558124	SPS4	SPS4	YOR313C	sporulation (sensu Fungi)* || molecular function unknown || YOR313C || 1086742	3.54	0.0167	0.09	NA	NA	NA	0.113	0.0839	-0.71	0.74	0.998	NA	down	no	Insensitive_down
86	YML108W	1916	0.022090835	0.064531525	-0.02651384	0.011584154	4.244600911	0.098463775	0.016651625	0.043384725	0.013906637	0.043384725	YML108W	YML108W	YML108W	biological process unknown || molecular function unknown || YML108W || 1085768	3.6	0.015	0.31	NA	NA	NA	0.00052	0.000381	-0.69	0.39	0.322	NA	NA	no	Insensitive_down
87	YJR097W	2362	0.051731972	0.122571412	-0.025031469	0.012867285	3.898279024	0.1294277	0.027945725	0.046127201	0.017445559	0.046127201	JJJ3	JJJ3	YJR097W	peptidyl-diphthamide biosynthesis from peptidyl-histidine || molecular function unknown || YJR097W || 1082514	3.79	0.0113	0.3	NA	NA	NA	0.00074	0.000526	-0.67	0.4	0.325	NA	NA	no	Insensitive_down
88	YDR020C	896	0.000752008	0.004692293	-0.031841253	0.009448778	4.330495389	0.093843147	0.016638445	0.023304207	0.013197795	0.023304207	DAS2	YDR020C	YDR020C	biological process unknown || molecular function unknown || YDR020C || 1082127	3.84	0.0103	0.67	NA	NA	NA	0	9.34e-10	-0.95	0.33	0.0876	NA	NA	no	Insensitive_down
89	YPL126W	1211	0.003044603	0.014071548	-0.027757541	0.009367426	7.561670676	0.097367175	0.000588117	0.038669703	0.008998772	0.038669703	NAN1	NAN1	YPL126W	processing of 20S pre-rRNA || snoRNA binding || YPL126W || 1081473	3.9	0.00946	0.56	NA	NA	NA	0	1.54e-07	-0.98	0.36	0.178	NA	down	no	Insensitive_down
90	YDR308C	577	6.04e-05	0.000586165	-0.02989099	0.007452008	4.491087265	0.062973189	0.012422001	0.012422617	0.011983373	0.012422617	SRB7	SRB7	YDR308C	transcription from RNA polymerase II promoter || RNA polymerase II transcription mediator activity || YDR308C || 1082532	3.98	0.00848	0.38	NA	NA	NA	0.00012	6.72e-05	-0.74	0.41	0.379	NA	down	no	Insensitive_down
