ORF	entrex.id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	gene_id	Name	Link	Annotation	Growth.Rate.Slope	Bootstrapped.p.value.of.slope	R.2	Growth.Rate.Response..1.5SD	ESR	Calibration.gene.	Bootstrapped.p.value.of.R.2	p.value.of.R.2	Growth.Rate.Baseline	Variability	Bootstrapped.p.value.of.variability	Unresponsive.	beta.sig_up.down.	subtelomeric	category
77	YKR093W	2773	0.097570902	0.196936293	0.02824225	0.017046823	5.079551564	1.000306084	0.010028317	0.119980413	0.008987832	0.119980413	PTR2	PTR2	YKR093W	peptide transport || peptide transporter activity || YKR093W || 1086715	-2.33	0.0982	0.01	NA	NA	NA	0.64	0.6	0.58	1.89	1	NA	NA	no	Insensitive_up
78	YBR222C	186	3.75e-08	1.13e-06	0.029154619	0.005298754	6.693204434	0.073813829	0.001279586	0.011281674	0.008282533	0.011281674	PCS60	PCS60	YBR222C	biological process unknown || AMP binding || YBR222C || 1080920	-2.31	0.101	0.05	NA	NA	NA	0.259	0.21	-0.24	0.71	0.995	NA	up	no	Insensitive_up
79	YOR062C	2061	0.028615928	0.077711475	0.027024388	0.012347022	4.733654839	0.28519993	0.010222223	0.057981809	0.010454098	0.057981809	YOR062C	YOR062C	YOR062C	biological process unknown || molecular function unknown || YOR062C || 1085567	-2.29	0.104	0.23	NA	NA	NA	0.00492	0.00331	1.57	0.32	0.0581	NA	NA	no	Insensitive_up
80	YGR223C	348	3.19e-06	5.14e-05	0.027003671	0.00579736	5.134781317	0.059024085	0.006204451	0.007723874	0.008832028	0.008832028	HSV2	HSV2	YGR223C	biological process unknown || phosphoinositide binding || YGR223C || 1085783	-2.28	0.106	0.6	NA	NA	NA	0	3.3e-08	0.51	0.21	0	NA	up	no	Insensitive_up
81	YOL048C	1856	0.018945313	0.057131959	0.025774139	0.010983585	5.615327234	0.112352587	0.004349161	0.049623507	0.008024125	0.049623507	RRT8	YOL048C	YOL048C	biological process unknown || molecular function unknown || YOL048C || 1082711	-2.27	0.107	0.33	NA	up	NA	0.00039	0.000276	0.75	0.28	0.0104	NA	NA	no	Insensitive_up
82	YBR231C	2315	0.046354716	0.112023896	0.027462424	0.013785327	4.055447626	0.119645776	0.019746465	0.065273272	0.01568788	0.065273272	SWC5	SWC5	YBR231C	chromatin remodeling || molecular function unknown || YBR231C || 1080829	-2.26	0.108	0.17	NA	NA	NA	0.0182	0.0121	0.28	0.31	0.0395	NA	NA	no	Insensitive_up
83	YOR245C	163	1.28e-08	4.41e-07	0.027799863	0.004887233	5.928027337	0.041510687	0.002803866	0.001847595	0.007882051	0.007882051	DGA1	DGA1	YOR245C	triacylglycerol biosynthesis* || diacylglycerol O-acyltransferase activity || YOR245C || 1082059	-2.25	0.11	0.44	NA	NA	NA	1e-05	1.01e-05	0.62	0.24	6e-04	NA	up	no	Insensitive_up
84	YPL106C	144	4.4e-09	1.71e-07	0.027871459	0.004749384	9.780749297	0.037701249	6.16e-05	0.003555111	0.010030027	0.010030027	SSE1	SSE1	YPL106C	protein folding || unfolded protein binding* || YPL106C || 1082795	-2.25	0.11	0.28	NA	NA	NA	0.00143	0.00103	0.47	0.26	0.0043	NA	up	no	Insensitive_up
85	YDR406W	121	7.66e-10	3.52e-08	0.039867556	0.006480722	6.498755431	0.097694472	0.001658022	0.017132224	0.008124261	0.017132224	PDR15	PDR15	YDR406W	transport || ATPase activity, coupled to transmembrane movement of substances || YDR406W || 1082043	-2.24	0.111	0.09	NA	NA	NA	0.0978	0.0714	0.13	0.47	0.667	NA	up	no	Insensitive_up
86	YHR075C	1733	0.014545439	0.046976815	0.025852052	0.010579913	4.415727981	0.102424322	0.0133518	0.03672653	0.012534618	0.03672653	PPE1	PPE1	YHR075C	protein biosynthesis* || structural constituent of ribosome* || YHR075C || 1085816	-2.23	0.112	0.31	NA	NA	NA	6e-04	0.000451	0.45	0.26	0.004	NA	up	no	Insensitive_up
87	YPL247C	1674	0.012303301	0.041135947	0.029097907	0.01162371	5.972254688	0.107608666	0.002706047	0.057741011	0.007885797	0.057741011	YPL247C	YPL247C	YPL247C	biological process unknown || molecular function unknown || YPL247C || 1084787	-2.21	0.116	0.18	NA	NA	NA	0.0167	0.0108	0.76	0.36	0.162	NA	up	no	Insensitive_up
88	YMR170C	254	3e-07	6.61e-06	0.034470179	0.006727913	5.616388513	0.090195451	0.004286562	0.015964431	0.00802338	0.015964431	ALD2	ALD2	YMR170C	aldehyde metabolism* || aldehyde dehydrogenase activity || YMR170C || 1081070	-2.2	0.117	0.17	NA	up	NA	0.0192	0.0127	1.06	0.36	0.169	NA	up	no	Insensitive_up
89	YKL178C	1678	0.012446887	0.041516823	0.028221013	0.011291952	3.486470998	0.220345854	0.033479847	0.021259318	0.023565954	0.023565954	STE3	STE3	YKL178C	signal transduction during conjugation with cellular fusion || mating-type a-factor pheromone receptor activity || YKL178C || 1082499	-2.18	0.121	0.08	NA	NA	NA	0.125	0.0936	0.47	0.45	0.604	NA	up	no	Insensitive_up
90	YLR056W	71	9.73e-13	7.67e-11	0.033256295	0.00466148	8.292145177	0.044082438	0.00026863	0.008828392	0.00945287	0.00945287	ERG3	ERG3	YLR056W	ergosterol biosynthesis || C-5 sterol desaturase activity || YLR056W || 1083791	-2.18	0.12	0.27	NA	NA	NA	0.00185	0.00129	0.8	0.29	0.0154	NA	up	no	Insensitive_up
91	YLR151C	996	0.001311582	0.007372005	0.039621642	0.012330003	3.565222212	0.167502882	0.03266664	0.035349498	0.022198746	0.035349498	PCD1	PCD1	YLR151C	biological process unknown || pyrophosphatase activity || YLR151C || 1085124	-2.18	0.12	0.23	NA	NA	NA	0.0047	0.00311	0.31	0.31	0.0329	NA	up	no	Insensitive_up
92	YHR104W	375	4.75e-06	7.08e-05	0.035458239	0.007749275	6.458255443	0.113563918	0.001578069	0.025288228	0.008089616	0.025288228	GRE3	GRE3	YHR104W	response to stress* || aldo-keto reductase activity* || YHR104W || 1082477	-2.18	0.121	0.28	NA	up	NA	0.00142	0.00101	0.94	0.28	0.0118	NA	up	no	Insensitive_up
93	YCL033C	1949	0.023680704	0.068004566	0.025715649	0.011367187	4.708906338	0.067324499	0.010380791	0.047427697	0.010592173	0.047427697	MXR2	YCL033C	YCL033C	response to oxidative stress || protein-methionine-R-oxide reductase activity || YCL033C || 1085092	-2.17	0.122	0.39	NA	NA	NA	1e-04	4.71e-05	0.71	0.2	0	NA	NA	no	Insensitive_up
94	YLR037C	242	2.32e-07	5.37e-06	0.075609536	0.01462048	3.588917326	0.280670596	0.032188463	0.063444776	0.021807355	0.063444776	PAU23	DAN2	YLR037C	biological process unknown || molecular function unknown || YLR037C || 1084153	-2.13	0.129	0.16	NA	NA	NA	0.0247	0.0166	0.45	0.35	0.138	NA	NA	no	Insensitive_up
95	YOR328W	247	2.67e-07	6.04e-06	0.054455037	0.010582812	6.146716556	0.250250943	0.002271097	0.047834678	0.007927527	0.047834678	PDR10	PDR10	YOR328W	multidrug transport || ATPase activity, coupled to transmembrane movement of substances || YOR328W || 1086423	-2.09	0.135	0.28	NA	NA	NA	0.00117	0.000824	0.96	0.25	0.0023	NA	up	no	Insensitive_up
96	YNL037C	1024	0.001527592	0.008349543	0.035665728	0.011253183	7.123423808	0.141751334	0.000896151	0.05575861	0.008620042	0.05575861	IDH1	IDH1	YNL037C	tricarboxylic acid cycle* || isocitrate dehydrogenase (NAD+) activity || YNL037C || 1083434	-2.04	0.144	0.07	NA	NA	NA	0.169	0.131	0.28	0.56	0.92	NA	up	no	Insensitive_up
97	YNR056C	1899	0.021328061	0.062861062	0.099848503	0.043372299	6.516813972	2.033721121	0.004314543	0.837294758	0.008139943	0.837294758	BIO5	BIO5	YNR056C	biotin biosynthesis* || permease activity || YNR056C || 1085085	-2.04	0.144	0.04	NA	NA	NA	0.291	0.241	0.47	0.61	0.965	NA	NA	no	Insensitive_up
98	YIL117C	119	5.7e-10	2.67e-08	0.040553917	0.006542475	6.342816075	0.218697762	0.001910244	0.017239797	0.008001722	0.017239797	PRM5	PRM5	YIL117C	conjugation with cellular fusion || molecular function unknown || YIL117C || 1082216	-1.94	0.164	0.03	NA	NA	NA	0.352	0.301	0.86	0.81	1	NA	up	no	Insensitive_up
99	YJR078W	79	2.33e-12	1.65e-10	0.072991329	0.010407447	4.953966176	0.365786584	0.009000583	0.039458369	0.009415122	0.039458369	BNA2	BNA2	YJR078W	NAD biosynthesis || tryptophan 2,3-dioxygenase activity || YJR078W || 1083268	-1.94	0.165	0.12	NA	NA	NA	0.0514	0.0359	0.41	0.37	0.216	NA	up	no	Insensitive_up
100	YOR152C	669	0.000147121	0.001230843	0.031739823	0.008361651	4.240023957	0.101772763	0.017334351	0.010499367	0.013945859	0.013945859	YOR152C	YOR152C	YOR152C	biological process unknown || molecular function unknown || YOR152C || 1084973	-1.94	0.164	0.11	NA	up	NA	0.0665	0.047	0.68	0.37	0.194	NA	up	no	Insensitive_up
101	YDR055W	282	7.7e-07	1.53e-05	0.046958195	0.009500407	7.126029392	0.202907703	0.000838509	0.039541836	0.008622466	0.039541836	PST1	PST1	YDR055W	cell wall organization and biogenesis || molecular function unknown || YDR055W || 1083475	-1.9	0.173	0.03	NA	NA	NA	0.33	0.279	0.39	0.69	0.993	NA	up	no	Insensitive_up
102	YJR039W	828	0.000514423	0.003474613	0.025781993	0.007423269	5.664900276	0.06726309	0.003785415	0.020867943	0.00799139	0.020867943	YJR039W	YJR039W	YJR039W	biological process unknown || molecular function unknown || YJR039W || 1085269	-1.9	0.173	0.32	NA	NA	NA	0.00046	0.000335	0.83	0.23	5e-04	NA	up	no	Insensitive_up
103	YER062C	140	3.98e-09	1.57e-07	0.059878353	0.01017499	5.832891882	0.506584237	0.003653516	0.042664895	0.007895771	0.042664895	HOR2	HOR2	YER062C	response to osmotic stress* || glycerol-1-phosphatase activity || YER062C || 1086015	-1.88	0.179	0.03	NA	NA	NA	0.377	0.325	1.05	0.82	1	NA	up	no	Insensitive_up
104	YBR085C-A	102	8.24e-11	4.52e-09	0.07350643	0.011315425	6.133631473	0.506820891	0.002842	0.05444121	0.007924202	0.05444121	YBR085C-A	YBR085C-A	YBR085C-A	biological process unknown || molecular function unknown || YBR085C-A || 1083294	-1.86	0.181	0.11	NA	NA	NA	0.0743	0.0529	0.66	0.42	0.433	NA	up	no	Insensitive_up
105	YFL016C	840	0.000557487	0.003714587	0.034356353	0.009954045	6.239191052	0.157837002	0.002144789	0.042183895	0.007949232	0.042183895	MDJ1	MDJ1	YFL016C	protein folding* || unfolded protein binding* || YFL016C || 1086873	-1.86	0.182	0.08	NA	NA	NA	0.115	0.0857	0.12	0.43	0.493	NA	up	no	Insensitive_up
106	YGR213C	59	3.25e-14	3.09e-12	0.140605035	0.018530236	3.196019362	1.5700891	0.097125031	0.056494897	0.029608214	0.056494897	RTA1	RTA1	YGR213C	biological process unknown || molecular function unknown || YGR213C || 1084629	-1.84	0.185	0.07	NA	NA	NA	0.168	0.13	1.22	0.53	0.857	NA	up	no	Insensitive_up
107	YPL149W	801	0.000429973	0.003006515	0.027294764	0.007752061	5.711095683	0.076653604	0.003746964	0.023138651	0.007963193	0.023138651	ATG5	ATG5	YPL149W	protein-vacuolar targeting* || molecular function unknown || YPL149W || 1084353	-1.77	0.204	0.25	NA	NA	NA	0.00301	0.00206	0.74	0.25	0.0013	NA	up	no	Insensitive_up
108	YAL028W	670	0.000148926	0.001241914	0.054197145	0.014289278	4.155991612	0.296440687	0.0182802	0.073069302	0.014699112	0.073069302	FRT2	FRT2	YAL028W	response to stress || molecular function unknown || YAL028W || 1084858	-1.75	0.209	0.46	NA	NA	NA	0	5.27e-06	0.7	0.18	0	NA	up	no	Insensitive_up
109	YDR516C	380	5.82e-06	8.55e-05	0.062286657	0.013740887	5.972278897	0.349050134	0.002659457	0.081813004	0.007885801	0.081813004	EMI2	EMI2	YDR516C	sporulation (sensu Fungi) || molecular function unknown || YDR516C || 1083561	-1.74	0.209	0.09	NA	up	NA	0.0937	0.0682	-0.07	0.41	0.411	NA	up	no	Insensitive_up
110	YJL159W	868	0.000653673	0.004214986	0.031746066	0.009314321	9.710983891	0.094575932	6.23e-05	0.038751648	0.010013896	0.038751648	NA	HSP150	YJL159W	cell wall organization and biogenesis || structural constituent of cell wall || YJL159W || 1085596	-1.73	0.212	0.04	NA	NA	NA	0.293	0.243	-0.01	0.64	0.982	NA	NA	no	Insensitive_up
111	YBR006W	412	8.88e-06	0.000120694	0.037106192	0.008352203	5.809925965	0.132444274	0.003268422	0.027941142	0.007904866	0.027941142	UGA2	UGA2	YBR006W	response to oxidative stress* || succinate-semialdehyde dehydrogenase [NAD(P)+] activity || YBR006W || 1081330	-1.72	0.215	0.23	NA	up	NA	0.00437	0.00292	0.68	0.23	5e-04	NA	up	no	Insensitive_up
112	YJL068C	418	1.08e-05	0.000145119	0.030386041	0.006906322	6.214509261	0.065009079	0.002159642	0.019179615	0.007942064	0.019179615	YJL068C	YJL068C	YJL068C	formaldehyde catabolism || carboxylesterase activity || YJL068C || 1084349	-1.7	0.221	0.18	NA	up	NA	0.0142	0.00919	0.48	0.25	0.0015	NA	up	no	Insensitive_up
113	YMR251W-A	903	0.000768792	0.00476515	0.030590764	0.009094128	7.391363349	0.155679094	0.000731092	0.036269426	0.008865899	0.036269426	HOR7	HOR7	YMR251W-A	response to stress || molecular function unknown || YMR251W-A || 1086429	-1.68	0.227	0.04	NA	up	NA	0.301	0.251	0.9	0.59	0.948	NA	up	no	Insensitive_up
114	YGR149W	1504	0.007732852	0.028777109	0.026641218	0.010002271	6.49203818	0.106821178	0.001772638	0.042986618	0.008118452	0.042986618	YGR149W	YGR149W	YGR149W	biological process unknown || molecular function unknown || YGR149W || 1084642	-1.67	0.229	0.08	NA	up	NA	0.121	0.0903	0.54	0.41	0.408	NA	up	no	Insensitive_up
115	YGR060W	272	5.61e-07	1.15e-05	0.028403798	0.005676047	8.775679897	0.045148988	0.00016467	0.014249099	0.009693204	0.014249099	ERG25	ERG25	YGR060W	ergosterol biosynthesis || C-4 methylsterol oxidase activity || YGR060W || 1085345	-1.62	0.244	0.04	NA	NA	NA	0.319	0.268	0.51	0.57	0.925	NA	up	no	Insensitive_up
116	YMR305C	28	1.34e-17	2.67e-15	0.050897838	0.00595961	8.188565192	0.138881439	0.00031025	0.015579656	0.009395008	0.015579656	SCW10	SCW10	YMR305C	conjugation with cellular fusion || glucosidase activity || YMR305C || 1086900	-1.62	0.241	0.09	NA	NA	NA	0.107	0.0788	0.4	0.38	0.246	NA	up	no	Insensitive_up
117	YDR513W	635	0.000112596	0.000990877	0.028542873	0.00739125	6.301953618	0.09772404	0.002019634	0.022421505	0.007977182	0.022421505	GRX2	TTR1	YDR513W	response to oxidative stress* || thiol-disulfide exchange intermediate activity* || YDR513W || 1081545	-1.61	0.246	0.11	NA	up	NA	0.0733	0.0522	0.48	0.31	0.0368	NA	NA	no	Insensitive_up
118	YKR066C	134	2.57e-09	1.07e-07	0.03309016	0.005554999	6.8906645	0.087827829	0.001018897	0.012786647	0.008416792	0.012786647	CCP1	CCP1	YKR066C	response to oxidative stress || cytochrome-c peroxidase activity || YKR066C || 1085361	-1.6	0.248	0.04	NA	up	NA	0.267	0.218	0.14	0.49	0.76	NA	up	no	Insensitive_up
119	YER046W	1466	0.006755691	0.025792363	0.027109805	0.010008592	3.777446864	0.087932173	0.025821418	-0.003022265	0.018994428	0.018994428	SPO73	SPO73	YER046W	sporulation (sensu Fungi)* || molecular function unknown || YER046W || 1081483	-1.59	0.25	0.15	NA	NA	NA	0.028	0.0187	0.71	0.26	0.0041	NA	up	no	Insensitive_up
120	YMR008C	1126	0.002341685	0.011639795	0.036108584	0.011865794	7.128268822	0.145196988	0.000912233	0.062078873	0.008624551	0.062078873	PLB1	PLB1	YMR008C	glycerophospholipid metabolism || lysophospholipase activity || YMR008C || 1085322	-1.58	0.253	0.18	NA	NA	NA	0.0156	0.0102	0.46	0.25	0.0021	NA	up	no	Insensitive_up
121	YIL066C	41	2.94e-16	4.02e-14	0.060847854	0.00744262	4.792512176	0.280013619	0.009867001	0.014915056	0.010142696	0.014915056	RNR3	RNR3	YIL066C	DNA replication || ribonucleoside-diphosphate reductase activity || YIL066C || 1084419	-1.57	0.257	0.11	NA	NA	NA	0.067	0.0474	0.28	0.33	0.0694	NA	up	no	Insensitive_up
122	YBR045C	1443	0.006416836	0.02488914	0.031167747	0.011434834	3.519059625	0.130438231	0.035511061	0.002576305	0.022987525	0.022987525	GIP1	GIP1	YBR045C	spore wall assembly (sensu Fungi) || protein phosphatase 1 binding || YBR045C || 1083348	-1.55	0.263	0.12	NA	NA	NA	0.0503	0.0351	0.61	0.3	0.024	NA	up	no	Insensitive_up
123	YAL008W	1746	0.015058997	0.048268891	0.025226482	0.010377181	4.724486703	0.084533934	0.009414638	0.038762881	0.010504759	0.038762881	FUN14	FUN14	YAL008W	biological process unknown || molecular function unknown || YAL008W || 1085671	-1.54	0.264	0.19	NA	NA	NA	0.012	0.00785	0.53	0.22	3e-04	NA	up	no	Insensitive_up
124	YGL179C	956	0.00108111	0.006329471	0.032903301	0.010066723	5.018287267	0.149911438	0.008292547	0.037045407	0.009182253	0.037045407	TOS3	TOS3	YGL179C	glucose metabolism || protein kinase activity || YGL179C || 1082489	-1.54	0.267	0.15	NA	NA	NA	0.032	0.0213	0.66	0.19	0	NA	up	no	Insensitive_up
125	YER142C	1057	0.001741599	0.009222074	0.026021337	0.008310637	4.586000612	0.227028757	0.011426861	0.019472841	0.011339099	0.019472841	MAG1	MAG1	YER142C	DNA dealkylation || alkylbase DNA N-glycosylase activity || YER142C || 1085062	-1.54	0.265	0.14	NA	up	NA	0.0342	0.0229	0.43	0.28	0.0107	NA	up	no	Insensitive_up
126	YER053C-A	2168	0.03539382	0.091374175	0.051577058	0.024515864	4.797974578	0.401977038	0.0097407	0.259152634	0.010115018	0.259152634	YER053C-A	YER053C-A	YER053C-A	biological process unknown || molecular function unknown || YER053C-A || 1081556	-1.51	0.275	0.03	NA	NA	NA	0.393	0.34	0.46	0.67	0.989	NA	NA	no	Insensitive_up
127	YDR009W	909	0.000790546	0.004867641	0.038673543	0.011523414	3.440753082	0.168149981	0.034999696	0.011041225	0.024408718	0.024408718	GAL3	GAL3	YDR009W	regulation of transcription, DNA-dependent* || protein binding || YDR009W || 1080901	-1.5	0.279	0.03	NA	NA	NA	0.354	0.302	-0.69	0.58	0.945	NA	up	no	Insensitive_up
128	YLR414C	40	2.54e-16	3.56e-14	0.082637665	0.01008597	6.779536211	0.493488708	0.001477775	0.044033708	0.008336376	0.044033708	YLR414C	YLR414C	YLR414C	biological process unknown || molecular function unknown || YLR414C || 1084966	-1.48	0.283	0.03	NA	NA	NA	0.338	0.286	0.89	0.55	0.907	NA	up	no	Insensitive_up
129	YGR287C	73	1.17e-12	8.98e-11	0.055590828	0.007820047	4.300283424	0.196849281	0.013916885	-0.000315256	0.013442377	0.013442377	YGR287C	NA	YGR287C	biological process unknown || hydrolase activity, hydrolyzing O-glycosyl compounds || YGR287C || 1084356	-1.46	0.291	0.1	NA	NA	NA	0.0875	0.0631	0.04	0.3	0.0298	NA	down	no	Insensitive_up
130	YLR350W	709	0.00021553	0.001701442	0.035727336	0.009655824	5.970091844	0.072043693	0.002899635	0.038812678	0.007885502	0.038812678	ORM2	ORM2	YLR350W	response to unfolded protein || molecular function unknown || YLR350W || 1086247	-1.4	0.309	0.04	NA	NA	NA	0.28	0.23	0.63	0.43	0.492	NA	up	no	Insensitive_up
131	YJL221C	1361	0.005023616	0.020644036	0.026880671	0.009581366	3.52718741	0.065749649	0.018225413	0.007310863	0.022846079	0.022846079	FSP2	FSP2	YJL221C	biological process unknown || alpha-glucosidase activity || YJL221C || 1085572	-1.38	0.316	0.07	NA	NA	NA	0.168	0.13	0.03	0.4	0.352	NA	up	no	Insensitive_up
132	YGR065C	2688	0.085151724	0.17730439	0.048343063	0.028081185	7.880221181	0.731192247	0.000602336	0.352187857	0.009209826	0.352187857	VHT1	VHT1	YGR065C	biotin transport || biotin transporter activity || YGR065C || 1085539	-1.34	0.332	0.01	NA	NA	NA	0.542	0.494	-0.12	0.83	1	NA	NA	no	Insensitive_up
133	YJL052W	174	2.53e-08	8.13e-07	0.115210233	0.020679175	7.730755266	1.03163019	0.000688859	0.190627482	0.009113246	0.190627482	TDH1	TDH1	YJL052W	glycolysis* || glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) activity || YJL052W || 1082564	-1.31	0.343	0.01	NA	NA	NA	0.568	0.521	0.04	0.78	0.999	NA	up	no	Insensitive_up
134	YNL077W	96	4.5e-11	2.62e-09	0.040331535	0.006123251	5.062219347	0.15693565	0.006709415	0.010065093	0.009040375	0.010065093	APJ1	APJ1	YNL077W	biological process unknown || unfolded protein binding || YNL077W || 1084568	-1.3	0.345	0.13	NA	NA	NA	0.0421	0.0287	0.46	0.24	0.0011	NA	up	no	Insensitive_up
135	YER033C	691	0.00017763	0.0014367	0.030425926	0.008116017	5.643703429	0.106730366	0.003738966	0.025730452	0.008004932	0.025730452	ZRG8	ZRG8	YER033C	biological process unknown || molecular function unknown || YER033C || 1080666	-1.28	0.354	0.13	NA	NA	NA	0.0413	0.0282	0.47	0.24	8e-04	NA	up	no	Insensitive_up
136	YKL038W	70	8.37e-13	6.69e-11	0.047672156	0.006662769	7.053977555	0.2416726	0.000887375	0.018973355	0.008556184	0.018973355	RGT1	RGT1	YKL038W	glucose metabolism* || DNA binding* || YKL038W || 1086872	-1.28	0.351	0.12	NA	NA	NA	0.06	0.0424	0.05	0.24	9e-04	NA	up	no	Insensitive_up
137	YGR201C	422	1.14e-05	0.000151043	0.037209659	0.008477971	4.854834702	0.161753673	0.008068869	0.024087684	0.009839348	0.024087684	YGR201C	YGR201C	YGR201C	biological process unknown || molecular function unknown || YGR201C || 1084809	-1.28	0.353	0.06	NA	up	NA	0.173	0.134	0.3	0.29	0.0185	NA	up	no	Insensitive_up
138	YEL049W	454	1.67e-05	0.00020566	0.12330994	0.028641967	1.681130466	0.917419	0.257466556	-0.009861069	0.109554791	0.109554791	PAU2	PAU2	YEL049W	biological process unknown || molecular function unknown || YEL049W || 1085127	-1.26	0.36	0.09	NA	NA	NA	0.0965	0.0704	0.16	0.31	0.0403	NA	up	no	Insensitive_up
139	YOR292C	228	1.41e-07	3.46e-06	0.033416775	0.006348066	5.094024304	0.104396306	0.006897911	0.011130956	0.008945345	0.011130956	YOR292C	YOR292C	YOR292C	biological process unknown || molecular function unknown || YOR292C || 1081252	-1.26	0.36	0.21	NA	NA	NA	0.00719	0.00475	0.52	0.17	0	yes	up	no	Insensitive_up
140	YJL094C	318	1.8e-06	3.16e-05	0.026399201	0.005528437	6.540915679	0.045414224	0.001574395	0.01209944	0.00816091	0.01209944	KHA1	KHA1	YJL094C	monovalent inorganic cation transport || potassium:hydrogen antiporter activity || YJL094C || 1086086	-1.23	0.37	0.11	NA	NA	NA	0.0689	0.049	0.46	0.25	0.0016	NA	up	no	Insensitive_up
141	YNL270C	391	6.53e-06	9.37e-05	0.058939181	0.013073457	3.389552559	0.208913495	0.036476128	0.039989544	0.025397713	0.039989544	ALP1	ALP1	YNL270C	basic amino acid transport || basic amino acid transporter activity || YNL270C || 1085315	-1.23	0.37	0.12	NA	NA	NA	0.0588	0.0415	-0.07	0.23	4e-04	NA	up	no	Insensitive_up
142	YIL172C	1360	0.005023611	0.020644036	0.026880676	0.009581367	3.527187506	0.065749712	0.018225421	0.007310901	0.022846077	0.022846077	YIL172C	YIL172C	YIL172C	biological process unknown || glucosidase activity || YIL172C || 1086699	-1.21	0.379	0.05	NA	NA	NA	0.222	0.177	-0.01	0.39	0.28	NA	up	no	Insensitive_up
143	YPL250C	1474	0.006961035	0.026432098	0.048529992	0.017982712	5.888393909	0.19841297	0.003111316	0.141564524	0.0078836	0.141564524	ICY2	ICY2	YPL250C	biological process unknown || molecular function unknown || YPL250C || 1081760	-1.2	0.383	0.01	NA	NA	NA	0.544	0.496	0.43	0.71	0.995	NA	up	no	Insensitive_up
144	YBR183W	969	0.001185174	0.006845632	0.03322332	0.010246444	6.002548947	0.145677032	0.00273694	0.044234294	0.007890928	0.044234294	YPC1	YPC1	YBR183W	ceramide metabolism || ceramidase activity || YBR183W || 1085195	-1.19	0.387	0.06	NA	up	NA	0.188	0.147	0.47	0.31	0.0394	NA	up	no	Insensitive_up
145	YLR177W	1175	0.002789166	0.013285925	0.026169866	0.008752268	5.587805874	0.080532523	0.0037939	0.030477109	0.008044324	0.030477109	YLR177W	YLR177W	YLR177W	biological process unknown || molecular function unknown || YLR177W || 1083913	-1.15	0.401	0.08	NA	NA	NA	0.139	0.105	0.36	0.25	0.0016	NA	up	no	Insensitive_up
146	YBR005W	126	1.16e-09	5.16e-08	0.044985007	0.007392234	5.113210285	0.204821876	0.006965407	0.01748224	0.008890876	0.01748224	RCR1	RCR1	YBR005W	cell wall organization and biogenesis || molecular function unknown || YBR005W || 1082365	-1.11	0.416	0.03	NA	NA	NA	0.34	0.289	0.24	0.4	0.369	NA	up	no	Insensitive_up
147	YFR015C	1254	0.003525209	0.015734126	0.060000739	0.020563757	5.251866261	0.606847813	0.00787398	0.181312703	0.008550088	0.181312703	GSY1	GSY1	YFR015C	glycogen metabolism || glycogen (starch) synthase activity || YFR015C || 1084045	-1.1	0.422	0.02	NA	NA	NA	0.475	0.424	-0.08	0.54	0.883	NA	up	no	Insensitive_up
148	YPL028W	133	2.52e-09	1.06e-07	0.038643984	0.006483492	8.161535768	0.098348289	0.000294132	0.018512177	0.009379545	0.018512177	ERG10	ERG10	YPL028W	ergosterol biosynthesis || acetyl-CoA C-acetyltransferase activity || YPL028W || 1085595	-1.09	0.428	0.07	NA	NA	NA	0.141	0.107	0.32	0.24	6e-04	NA	up	no	Insensitive_up
149	YFL020C	1070	0.00187358	0.009799659	0.081958068	0.026356695	1.970639801	0.515322243	0.226163743	-0.067037267	0.084626623	0.084626623	PAU5	PAU5	YFL020C	biological process unknown || molecular function unknown || YFL020C || 1084323	-1.08	0.429	0.06	NA	NA	NA	0.187	0.146	0.36	0.32	0.0495	NA	up	no	Insensitive_up
150	YGL038C	114	3.61e-10	1.77e-08	0.03694465	0.005892201	6.111798246	0.150844096	0.002544255	0.012988221	0.007918406	0.012988221	OCH1	OCH1	YGL038C	protein amino acid N-linked glycosylation || transferase activity, transferring glycosyl groups* || YGL038C || 1085260	-1.08	0.431	0.04	NA	NA	NA	0.308	0.258	0.35	0.37	0.222	NA	up	no	Insensitive_up
151	YDR453C	31	2.27e-17	4.1e-15	0.087080599	0.010270287	4.407602851	0.42439515	0.01559811	0.031591979	0.012596065	0.031591979	TSA2	TSA2	YDR453C	regulation of cell redox homeostasis || thioredoxin peroxidase activity || YDR453C || 1083413	-1.01	0.462	0.11	NA	up	NA	0.0651	0.046	0.15	0.17	0	yes	up	no	Insensitive_up
152	YIL087C	492	2.48e-05	0.000281865	0.034373153	0.008152324	4.603799649	0.072011493	0.010364439	0.019369232	0.01122472	0.019369232	AIM19	YIL087C	YIL087C	biological process unknown || molecular function unknown || YIL087C || 1082007	-1	0.465	0.05	NA	NA	NA	0.235	0.188	0.04	0.31	0.0355	NA	NA	no	Insensitive_up
153	YHR190W	158	1.08e-08	3.83e-07	0.026608472	0.004653996	8.164086507	0.037042363	0.000309298	0.003956973	0.009381011	0.009381011	ERG9	ERG9	YHR190W	ergosterol biosynthesis || farnesyl-diphosphate farnesyltransferase activity || YHR190W || 1085706	-0.99	0.471	0.08	NA	NA	NA	0.128	0.0962	0.25	0.22	3e-04	NA	up	no	Insensitive_up
